nickname,age,height,partidas_jogadas,distancia_total_m,aceleracao_maxima_ms2,aceleracao_media_positiva_ms2,hsr_count,sprint_count,alta_aceleracao_count,aceleracao_explosiva_count,player_id,team_name,distancia_total_m_por_partida,hsr_count_por_partida,sprint_count_por_partida,alta_aceleracao_count_por_partida,aceleracao_explosiva_count_por_partida,cluster
Rodrigo Alves,20,176.0,8,5186.74,24.2,2.78,0.0,0.0,2.0,2.0,18429,Vasco_da_Gama,648.3425,0.0,0.0,0.25,0.25,1
Andrey Santos,19,180.0,6,7461.96,28.01,2.67,0.0,0.0,2.0,2.83,18430,Vasco_da_Gama,1243.66,0.0,0.0,0.3333333333333333,0.4716666666666667,1
Matías Galarza,21,175.0,10,4334.79,23.81,2.6,0.0,0.0,1.9,2.1,18431,Vasco_da_Gama,433.479,0.0,0.0,0.19,0.21000000000000002,1
Cauan Barros,19,183.0,8,3301.21,20.26,2.46,0.0,0.0,2.0,2.0,18432,Vasco_da_Gama,412.65125,0.0,0.0,0.25,0.25,1
Marlon Gomes,19,176.0,23,5112.76,23.15,2.58,0.0,0.0,4.35,3.78,18433,Vasco_da_Gama,222.29391304347828,0.0,0.0,0.1891304347826087,0.1643478260869565,1
Lucas Figueiredo,21,178.0,16,4357.29,21.28,2.66,0.0,0.0,1.75,1.94,18434,Vasco_da_Gama,272.330625,0.0,0.0,0.109375,0.12125,1
Erick Marcus Dos Santos,19,177.0,14,3280.44,21.29,2.77,0.0,0.0,1.43,0.57,18435,Vasco_da_Gama,234.31714285714287,0.0,0.0,0.10214285714285713,0.04071428571428571,1
Eguinaldo,18,175.0,4,2295.88,22.2,2.62,0.0,0.0,1.5,1.25,18436,Vasco_da_Gama,573.97,0.0,0.0,0.375,0.3125,1
Luca Orellano,23,178.0,18,3741.29,20.65,2.56,0.0,0.0,1.28,1.17,18437,Vasco_da_Gama,207.84944444444443,0.0,0.0,0.07111111111111111,0.065,1
Gabriel Pec,22,172.0,37,7336.48,25.73,2.63,0.0,0.0,4.03,6.0,18438,Vasco_da_Gama,198.28324324324322,0.0,0.0,0.10891891891891893,0.16216216216216217,1
Rayan Vitor,16,185.0,6,4449.93,28.25,2.28,0.0,0.0,0.33,0.83,18837,Vasco_da_Gama,741.6550000000001,0.0,0.0,0.055,0.13833333333333334,1
Mateus Carvalho,21,174.0,8,4266.98,20.89,2.22,0.0,0.0,0.88,1.75,18838,Vasco_da_Gama,533.3725,0.0,0.0,0.11,0.21875,1
Paulinho Paula,26,173.0,21,8520.19,23.35,2.43,0.0,0.0,7.67,9.19,20674,Vasco_da_Gama,405.72333333333336,0.0,0.0,0.36523809523809525,0.4376190476190476,1
Rossi,30,170.0,9,4767.41,24.34,2.65,0.0,0.0,3.33,2.67,22797,Vasco_da_Gama,529.7122222222222,0.0,0.0,0.37,0.29666666666666663,1
Rodrigo Ely,29,188.0,9,7311.31,22.35,2.37,0.0,0.0,3.56,5.11,1478,Grêmio,812.3677777777779,0.0,0.0,0.39555555555555555,0.5677777777777778,1
Luis Suarez,36,182.0,32,8780.37,22.71,2.45,0.0,0.0,4.72,7.28,1535,Grêmio,274.3865625,0.0,0.0,0.1475,0.2275,1
Juan Iturbe,30,173.0,5,1783.27,21.54,2.9,0.0,0.0,1.8,3.0,3538,Grêmio,356.654,0.0,0.0,0.36,0.6,1
Fábio,33,172.0,14,6214.31,24.07,2.5,0.0,0.0,6.79,7.5,4180,Grêmio,443.87928571428574,0.0,0.0,0.485,0.5357142857142857,1
Joao Pedro,31,184.0,13,4944.5,24.43,2.34,0.0,0.0,6.85,8.54,11957,Grêmio,380.34615384615387,0.0,0.0,0.5269230769230769,0.6569230769230768,1
Lucas Besozzi,20,176.0,11,3903.17,22.91,2.47,0.0,0.0,6.64,8.0,15054,Grêmio,354.83363636363634,0.0,0.0,0.6036363636363636,0.7272727272727273,1
Luan,30,180.0,5,1726.55,22.03,2.7,0.0,0.0,2.0,2.6,16710,Grêmio,345.31,0.0,0.0,0.4,0.52,1
Nathan,27,177.0,19,3814.7,21.7,2.5,0.0,0.0,4.58,3.84,16738,Grêmio,200.7736842105263,0.0,0.0,0.24105263157894738,0.20210526315789473,1
Brenno,24,190.0,1,4084.08,22.63,1.21,0.0,0.0,3.0,3.0,18461,Grêmio,4084.08,0.0,0.0,3.0,3.0,0
Gabriel Grando,23,192.0,30,4442.86,22.02,1.38,0.0,0.0,2.3,2.27,18462,Grêmio,148.09533333333331,0.0,0.0,0.07666666666666666,0.07566666666666667,0
Adriel,22,195.0,2,4260.32,22.83,1.27,0.0,0.0,2.5,5.5,18463,Grêmio,2130.16,0.0,0.0,1.25,2.75,0
Walter Kannemann,32,184.0,27,8627.93,24.06,2.31,0.0,0.0,5.7,8.48,18465,Grêmio,319.55296296296297,0.0,0.0,0.2111111111111111,0.3140740740740741,1
Bruno Alves,32,185.0,29,8384.19,22.52,2.27,0.0,0.0,4.59,5.24,18466,Grêmio,289.11,0.0,0.0,0.15827586206896552,0.1806896551724138,1
Bruno Uvini,32,187.0,20,7223.03,22.22,2.35,0.0,0.0,5.5,6.7,18467,Grêmio,361.1515,0.0,0.0,0.275,0.335,1
Natã,22,180.0,2,1076.84,20.9,2.42,0.0,0.0,0.0,0.5,18468,Grêmio,538.42,0.0,0.0,0.0,0.25,1
Pedro Geromel,38,190.0,6,6567.43,22.81,2.51,0.0,0.0,3.67,2.83,18469,Grêmio,1094.5716666666667,0.0,0.0,0.6116666666666667,0.4716666666666667,1
Gustavo Martins,21,191.0,17,4445.69,21.14,2.44,0.0,0.0,2.06,3.53,18470,Grêmio,261.5111764705882,0.0,0.0,0.1211764705882353,0.2076470588235294,1
Diogo Barbosa,30,179.0,6,6995.35,26.82,2.47,0.0,0.0,3.5,7.0,18471,Grêmio,1165.8916666666667,0.0,0.0,0.5833333333333334,1.1666666666666667,1
Reinaldo,33,178.0,29,9487.83,23.53,2.52,0.0,0.0,7.72,9.28,18472,Grêmio,327.16655172413795,0.0,0.0,0.26620689655172414,0.31999999999999995,1
Cuiabano,20,179.0,11,4788.24,21.16,2.5,0.0,0.0,4.45,5.09,18473,Grêmio,435.2945454545454,0.0,0.0,0.40454545454545454,0.4627272727272727,1
Thomas Luciano,21,180.0,6,5248.61,20.27,2.2,0.0,0.0,0.5,0.83,18475,Grêmio,874.7683333333333,0.0,0.0,0.08333333333333333,0.13833333333333334,1
Mathías Villasanti,26,178.0,30,9711.86,24.64,2.32,0.0,0.0,10.57,14.17,18476,Grêmio,323.7286666666667,0.0,0.0,0.35233333333333333,0.4723333333333333,1
Darlan,24,171.0,1,4984.61,19.62,2.28,0.0,0.0,1.0,0.0,18477,Grêmio,4984.61,0.0,0.0,1.0,0.0,1
Bitello,23,178.0,19,8531.05,22.15,2.38,0.0,0.0,4.63,4.58,18478,Grêmio,449.00263157894733,0.0,0.0,0.24368421052631578,0.24105263157894738,1
Felipe Carballo,26,177.0,21,7676.34,25.78,2.37,0.0,0.0,8.57,9.52,18479,Grêmio,365.54,0.0,0.0,0.4080952380952381,0.4533333333333333,1
Franco Cristaldo,27,175.0,33,6757.69,23.22,2.56,0.0,0.0,4.36,4.94,18480,Grêmio,204.77848484848482,0.0,0.0,0.13212121212121214,0.14969696969696972,1
Vina,32,177.0,14,5027.1,24.67,2.48,0.0,0.0,2.64,3.57,18481,Grêmio,359.0785714285715,0.0,0.0,0.18857142857142858,0.255,1
Ferreira,25,175.0,24,5018.69,22.33,2.47,0.0,0.0,6.5,6.38,18482,Grêmio,209.11208333333332,0.0,0.0,0.2708333333333333,0.2658333333333333,1
Zinho,20,178.0,7,3740.13,22.03,2.3,0.0,0.0,1.71,2.86,18483,Grêmio,534.3042857142857,0.0,0.0,0.24428571428571427,0.40857142857142853,1
Everton Galdino,26,177.0,27,4655.19,21.65,2.5,0.0,0.0,4.81,5.15,18485,Grêmio,172.41444444444443,0.0,0.0,0.17814814814814814,0.19074074074074077,1
Ronald,20,186.0,9,5017.49,23.69,2.3,0.0,0.0,3.56,4.67,18561,Grêmio,557.4988888888888,0.0,0.0,0.39555555555555555,0.5188888888888888,1
Pepê,25,183.0,17,8490.08,24.62,2.47,0.0,0.0,6.41,10.0,18562,Grêmio,499.4164705882353,0.0,0.0,0.3770588235294118,0.5882352941176471,1
Gustavinho,21,174.0,2,2324.65,21.5,2.52,0.0,0.0,0.0,2.5,18563,Grêmio,1162.325,0.0,0.0,0.0,1.25,1
André,21,189.0,21,2255.44,19.91,2.44,0.0,0.0,1.48,1.76,18573,Grêmio,107.40190476190476,0.0,0.0,0.07047619047619047,0.0838095238095238,1
Lucas Silva,30,181.0,4,5845.19,21.27,2.33,0.0,0.0,4.25,3.25,18578,Grêmio,1461.2975,0.0,0.0,1.0625,0.8125,1
João Pedro,26,179.0,28,7366.14,23.78,2.46,0.0,0.0,5.75,6.54,18580,Grêmio,263.0764285714286,0.0,0.0,0.20535714285714285,0.23357142857142857,1
Mila,20,180.4719562243502,8,4258.91,21.68,2.53,0.0,0.0,1.38,1.75,18616,Grêmio,532.36375,0.0,0.0,0.1725,0.21875,1
Nathan Ribeiro,18,180.4719562243502,11,3738.32,24.78,2.52,0.0,0.0,6.09,6.64,18875,Grêmio,339.84727272727275,0.0,0.0,0.5536363636363636,0.6036363636363636,1
Lian,17,180.4719562243502,1,1014.91,18.51,2.0,0.0,0.0,0.0,0.0,18932,Grêmio,1014.91,0.0,0.0,0.0,0.0,1
Wesley,19,180.4719562243502,1,8802.55,26.81,2.81,0.0,0.0,15.0,12.0,19336,Grêmio,8802.55,0.0,0.0,15.0,12.0,2
Freddy Noguera,19,180.4719562243502,1,3124.14,22.99,2.27,0.0,0.0,0.0,0.0,19907,Grêmio,3124.14,0.0,0.0,0.0,0.0,1
Caíque,26,198.0,4,5401.0,22.07,1.72,0.0,0.0,4.75,2.25,21203,Grêmio,1350.25,0.0,0.0,1.1875,0.5625,0
Josué,18,180.4719562243502,4,3493.08,21.18,2.48,0.0,0.0,3.75,3.5,24313,Grêmio,873.27,0.0,0.0,0.9375,0.875,1
João Vitor,18,180.4719562243502,1,1286.78,22.44,3.1,0.0,0.0,0.0,1.0,24314,Grêmio,1286.78,0.0,0.0,0.0,1.0,1
Fernandinho,38,179.0,25,8380.74,24.27,2.63,0.0,0.0,5.44,5.2,19,Athletico_Paranaense,335.2296,0.0,0.0,0.21760000000000002,0.20800000000000002,1
Arturo Vidal,36,180.0,7,5471.75,24.77,2.42,0.0,0.0,3.43,3.86,1527,Athletico_Paranaense,781.6785714285714,0.0,0.0,0.49000000000000005,0.5514285714285714,1
Thiago Andrade,22,179.0,10,2723.36,21.2,2.68,0.0,0.0,2.5,1.5,3270,Athletico_Paranaense,272.336,0.0,0.0,0.25,0.15,1
Bruno Peres,33,178.0,5,3608.1,20.23,2.65,0.0,0.0,1.4,0.6,12008,Athletico_Paranaense,721.62,0.0,0.0,0.27999999999999997,0.12,1
Agustin Canobbio,24,175.0,28,7686.23,25.36,2.75,0.0,0.0,2.75,3.43,13928,Athletico_Paranaense,274.50821428571425,0.0,0.0,0.09821428571428571,0.12250000000000001,1
Lucas Esquivel,21,183.0,19,9082.03,27.92,2.72,0.0,0.0,1.68,1.42,14806,Athletico_Paranaense,478.00157894736844,0.0,0.0,0.08842105263157894,0.07473684210526316,1
Bruno Zapelli,21,181.0,21,5891.09,25.32,2.64,0.0,0.0,6.29,6.38,14845,Athletico_Paranaense,280.52809523809526,0.0,0.0,0.2995238095238095,0.3038095238095238,1
Kaique Rocha,22,195.0,10,6769.51,25.84,2.56,0.0,0.0,2.9,4.1,15776,Athletico_Paranaense,676.951,0.0,0.0,0.29,0.41,1
Bento,24,190.0,33,4724.41,22.78,1.47,0.0,0.0,2.76,2.12,15778,Athletico_Paranaense,143.1639393939394,0.0,0.0,0.08363636363636363,0.06424242424242424,0
David Terans,28,176.0,8,5043.77,24.17,2.74,0.0,0.0,1.75,2.88,15779,Athletico_Paranaense,630.47125,0.0,0.0,0.21875,0.36,1
Khellven,22,176.0,14,6654.99,23.11,2.54,0.0,0.0,3.86,3.79,15780,Athletico_Paranaense,475.3564285714286,0.0,0.0,0.2757142857142857,0.27071428571428574,1
Hugo Moura,25,177.0,29,4940.76,22.52,2.58,0.0,0.0,3.83,3.97,15781,Athletico_Paranaense,170.37103448275863,0.0,0.0,0.13206896551724137,0.13689655172413795,1
Léo Cittadini,29,179.0,5,4248.76,21.28,2.79,0.0,0.0,2.8,3.2,15782,Athletico_Paranaense,849.7520000000001,0.0,0.0,0.5599999999999999,0.64,1
Madson,31,182.0,23,5923.71,24.47,2.6,0.0,0.0,4.78,3.78,15785,Athletico_Paranaense,257.55260869565217,0.0,0.0,0.20782608695652174,0.1643478260869565,1
Erick,25,176.0,32,7985.95,23.77,2.7,0.0,0.0,2.5,2.28,15786,Athletico_Paranaense,249.5609375,0.0,0.0,0.078125,0.07125,1
Tomás Cuello,23,176.0,31,6798.66,24.07,2.71,0.0,0.0,4.48,3.81,15787,Athletico_Paranaense,219.3116129032258,0.0,0.0,0.14451612903225808,0.12290322580645162,1
Zé Ivaldo,26,185.0,13,7145.93,21.99,2.43,0.0,0.0,3.15,2.46,15788,Athletico_Paranaense,549.6869230769231,0.0,0.0,0.2423076923076923,0.18923076923076923,1
Bryan García,22,175.0,1,281.55,22.87,2.75,0.0,0.0,0.0,0.0,15789,Athletico_Paranaense,281.55,0.0,0.0,0.0,0.0,1
Luciano Arriagada,21,184.0,10,2592.1,22.45,2.79,0.0,0.0,1.7,1.9,15790,Athletico_Paranaense,259.21,0.0,0.0,0.16999999999999998,0.19,1
Rômulo,21,193.0,18,3062.89,22.48,2.74,0.0,0.0,0.94,0.61,15791,Athletico_Paranaense,170.16055555555556,0.0,0.0,0.05222222222222222,0.033888888888888885,1
Vitor Roque,18,172.0,24,6731.92,24.58,2.43,0.0,0.0,4.46,4.58,15792,Athletico_Paranaense,280.49666666666667,0.0,0.0,0.18583333333333332,0.19083333333333333,1
Matheus Felipe,24,186.0,9,5893.35,21.34,2.71,0.0,0.0,1.67,2.33,15793,Athletico_Paranaense,654.8166666666667,0.0,0.0,0.18555555555555556,0.2588888888888889,1
Thiago Heleno,34,187.0,31,8959.83,25.33,2.63,0.0,0.0,2.26,2.29,15794,Athletico_Paranaense,289.02677419354836,0.0,0.0,0.0729032258064516,0.07387096774193548,1
Marcelo Cirino,31,182.0,3,3919.54,21.76,2.49,0.0,0.0,7.67,9.33,15795,Athletico_Paranaense,1306.5133333333333,0.0,0.0,2.5566666666666666,3.11,1
Vitor Bueno,28,185.0,31,6756.85,26.87,2.73,0.0,0.0,4.94,4.87,15796,Athletico_Paranaense,217.96290322580646,0.0,0.0,0.15935483870967743,0.1570967741935484,1
Alex Santana,28,182.0,20,5156.22,24.39,2.69,0.0,0.0,1.4,1.7,15797,Athletico_Paranaense,257.81100000000004,0.0,0.0,0.06999999999999999,0.08499999999999999,1
Christian,22,178.0,20,6694.27,22.72,2.68,0.0,0.0,1.85,2.25,15798,Athletico_Paranaense,334.7135,0.0,0.0,0.0925,0.1125,1
Willian,36,171.0,18,3620.8,24.19,2.78,0.0,0.0,2.28,3.28,16143,Athletico_Paranaense,201.15555555555557,0.0,0.0,0.12666666666666665,0.1822222222222222,1
Pablo,31,185.0,25,6030.91,23.05,2.65,0.0,0.0,3.16,3.04,16717,Athletico_Paranaense,241.2364,0.0,0.0,0.1264,0.1216,1
Pedro Henrique,27,188.0,10,7618.46,24.54,2.41,0.0,0.0,2.3,3.1,16742,Athletico_Paranaense,761.846,0.0,0.0,0.22999999999999998,0.31,1
Fernando,23,181.0,6,8361.71,32.25,2.78,0.0,0.0,4.17,5.17,16751,Athletico_Paranaense,1393.618333333333,0.0,0.0,0.695,0.8616666666666667,1
Pedrinho,20,177.0,4,8976.13,24.84,2.55,0.0,0.0,2.5,1.0,16754,Athletico_Paranaense,2244.0325,0.0,0.0,0.625,0.25,1
Léo Linck,22,194.0,4,4270.47,20.96,1.27,0.0,0.0,3.25,1.75,18286,Athletico_Paranaense,1067.6175,0.0,0.0,0.8125,0.4375,0
Reinaldo Nascimento Satorno,21,177.0,1,1899.62,21.05,2.52,0.0,0.0,4.0,1.0,18595,Athletico_Paranaense,1899.62,0.0,0.0,4.0,1.0,1
Daniel Martins,21,169.0,1,687.53,21.27,3.02,0.0,0.0,0.0,0.0,18596,Athletico_Paranaense,687.53,0.0,0.0,0.0,0.0,1
Vinicius Kaue,20,181.0,6,7136.53,23.14,2.69,0.0,0.0,5.0,5.33,18834,Athletico_Paranaense,1189.4216666666666,0.0,0.0,0.8333333333333334,0.8883333333333333,1
Dudu,17,177.0,1,379.63,15.28,2.87,0.0,0.0,0.0,0.0,19579,Athletico_Paranaense,379.63,0.0,0.0,0.0,0.0,1
Cacá,24,187.0,19,9200.79,25.09,2.51,0.0,0.0,3.16,3.58,20672,Athletico_Paranaense,484.25210526315794,0.0,0.0,0.16631578947368422,0.18842105263157896,1
Chiqueti,18,176.0,1,2012.56,21.75,2.9,0.0,0.0,0.0,0.0,24059,Athletico_Paranaense,2012.56,0.0,0.0,0.0,0.0,1
Lucas Belezi,20,186.0,1,4579.13,18.93,3.01,0.0,0.0,0.0,0.0,24125,Athletico_Paranaense,4579.13,0.0,0.0,0.0,0.0,1
Lucas Mineiro,27,188.0,16,4473.29,23.3,2.56,0.0,0.0,3.31,4.56,11481,Cuiabá,279.580625,0.0,0.0,0.206875,0.285,1
Allyson,32,184.0,16,7271.3,21.23,2.49,0.0,0.0,3.44,3.56,12474,Cuiabá,454.45625,0.0,0.0,0.215,0.2225,1
Ronald,26,171.0,20,3678.07,23.65,2.46,0.0,0.0,5.15,6.6,16170,Cuiabá,183.9035,0.0,0.0,0.2575,0.32999999999999996,1
Walter,35,188.0,34,4682.87,21.1,1.42,0.0,0.0,1.47,2.29,18532,Cuiabá,137.73147058823528,0.0,0.0,0.04323529411764706,0.06735294117647059,0
João Carlos,35,191.0,3,5698.78,20.27,1.79,0.0,0.0,2.0,1.0,18533,Cuiabá,1899.5933333333332,0.0,0.0,0.6666666666666666,0.3333333333333333,0
Alan Empereur,29,186.0,32,9155.4,22.75,2.49,0.0,0.0,4.44,5.53,18535,Cuiabá,286.10625,0.0,0.0,0.13875,0.1728125,1
Marllon,31,186.0,35,9213.09,23.4,2.35,0.0,0.0,9.06,11.69,18536,Cuiabá,263.23114285714286,0.0,0.0,0.2588571428571429,0.33399999999999996,1
Uendel,34,179.0,9,4227.58,23.68,2.68,0.0,0.0,2.44,4.89,18538,Cuiabá,469.7311111111111,0.0,0.0,0.2711111111111111,0.5433333333333333,1
Patric Calmon,29,181.0,13,3785.38,21.72,2.65,0.0,0.0,1.85,3.08,18539,Cuiabá,291.18307692307695,0.0,0.0,0.1423076923076923,0.23692307692307693,1
Matheus Alexandre,24,188.0,34,9180.1,25.11,2.49,0.0,0.0,13.74,13.79,18540,Cuiabá,270.0029411764706,0.0,0.0,0.4041176470588235,0.40558823529411764,1
Raniele,26,184.0,34,8994.2,25.85,2.44,0.0,0.0,9.5,13.06,18541,Cuiabá,264.5352941176471,0.0,0.0,0.27941176470588236,0.38411764705882356,1
Filipe Augusto,30,183.0,27,4861.46,24.25,2.46,0.0,0.0,5.33,6.26,18542,Cuiabá,180.05407407407407,0.0,0.0,0.19740740740740742,0.23185185185185184,1
Ricardo Cerqueira,20,184.0,1,1274.85,20.96,1.86,0.0,0.0,1.0,1.0,18543,Cuiabá,1274.85,0.0,0.0,1.0,1.0,0
Fernando Sobral,28,178.0,31,6423.85,24.48,2.57,0.0,0.0,5.65,7.68,18544,Cuiabá,207.22096774193548,0.0,0.0,0.18225806451612905,0.24774193548387097,1
Rafael Gava,29,178.0,1,2752.67,22.83,2.48,0.0,0.0,2.0,10.0,18545,Cuiabá,2752.67,0.0,0.0,2.0,10.0,2
Pablo Ceppelini,31,179.0,20,5762.45,22.76,2.56,0.0,0.0,5.7,7.15,18546,Cuiabá,288.1225,0.0,0.0,0.28500000000000003,0.35750000000000004,1
Denilson,22,180.0,32,6561.3,24.49,2.44,0.0,0.0,7.09,8.88,18548,Cuiabá,205.040625,0.0,0.0,0.2215625,0.2775,1
Rikelme,20,184.0,30,8004.92,24.41,2.53,0.0,0.0,8.47,11.13,18550,Cuiabá,266.8306666666667,0.0,0.0,0.2823333333333334,0.37100000000000005,1
Nicolás Quagliata,23,171.0,9,3518.03,22.73,2.49,0.0,0.0,4.89,5.89,18552,Cuiabá,390.89222222222224,0.0,0.0,0.5433333333333333,0.6544444444444444,1
Emerson Negueba,22,175.0,10,5100.94,21.52,2.68,0.0,0.0,5.4,4.7,18553,Cuiabá,510.09399999999994,0.0,0.0,0.54,0.47000000000000003,1
Jonathan Cafú,32,175.0,31,5905.94,26.0,2.57,0.0,0.0,8.71,9.97,18555,Cuiabá,190.51419354838708,0.0,0.0,0.2809677419354839,0.3216129032258065,1
Wellington Silva,30,170.0,28,5166.17,27.53,2.43,0.04,0.0,8.39,9.07,18556,Cuiabá,184.50607142857143,0.0014285714285714286,0.0,0.29964285714285716,0.32392857142857145,1
Isidro Pitta,24,183.0,28,3441.83,22.83,2.54,0.0,0.0,3.71,4.18,18557,Cuiabá,122.9225,0.0,0.0,0.1325,0.14928571428571427,1
Deyverson,32,187.0,35,8324.53,24.03,2.57,0.0,0.0,4.66,4.49,18558,Cuiabá,237.8437142857143,0.0,0.0,0.13314285714285715,0.12828571428571428,1
Iury Castilho,27,185.0,9,4425.7,23.03,2.49,0.0,0.0,1.22,0.89,18559,Cuiabá,491.7444444444444,0.0,0.0,0.13555555555555554,0.09888888888888889,1
Vitão,22,194.0,1,1594.75,20.28,2.05,0.0,0.0,0.0,0.0,18569,Cuiabá,1594.75,0.0,0.0,0.0,0.0,0
Matheusinho,24,175.0,5,9158.56,26.89,2.56,0.0,0.0,3.0,2.8,18570,Cuiabá,1831.712,0.0,0.0,0.6,0.5599999999999999,1
Pablinho,20,180.0,2,2073.76,21.5,3.06,0.0,0.0,2.0,1.0,19542,Cuiabá,1036.88,0.0,0.0,1.0,0.5,1
Clayson,28,166.0,23,7621.24,25.99,2.58,0.0,0.0,9.22,10.39,19563,Cuiabá,331.3582608695652,0.0,0.0,0.4008695652173913,0.45173913043478264,1
Derik Lacerda,24,191.0,19,4026.93,25.08,2.49,0.05,0.0,6.89,7.0,20671,Cuiabá,211.9436842105263,0.002631578947368421,0.0,0.3626315789473684,0.3684210526315789,1
Eduard Atuesta,26,180.0,1,614.51,27.08,2.32,0.0,0.0,1.0,2.0,1285,Palmeiras,614.51,0.0,0.0,1.0,2.0,1
Richard Rios,23,187.0,36,5885.25,24.8,2.23,0.0,0.0,8.61,11.14,3658,Palmeiras,163.47916666666666,0.0,0.0,0.23916666666666664,0.30944444444444447,1
Bruno Tabata,26,175.0,5,3078.38,24.06,2.38,0.0,0.0,9.2,8.6,8084,Palmeiras,615.676,0.0,0.0,1.8399999999999999,1.72,1
Weverton,35,189.0,34,4503.71,21.22,1.37,0.0,0.0,3.12,1.76,13829,Palmeiras,132.46205882352942,0.0,0.0,0.09176470588235294,0.05176470588235294,0
Rony,28,167.0,29,5692.31,23.47,2.26,0.0,0.0,10.34,13.38,16549,Palmeiras,196.28655172413795,0.0,0.0,0.356551724137931,0.4613793103448276,1
Mayke,30,178.0,32,8391.21,23.65,2.29,0.0,0.0,13.69,16.56,16550,Palmeiras,262.2253125,0.0,0.0,0.4278125,0.5175,1
Gustavo Gómez,30,185.0,31,8533.32,24.11,2.17,0.0,0.0,7.58,12.1,16551,Palmeiras,275.2683870967742,0.0,0.0,0.24451612903225806,0.3903225806451613,1
Endrick,17,173.0,30,5244.03,24.78,2.2,0.0,0.0,8.83,9.23,16552,Palmeiras,174.801,0.0,0.0,0.29433333333333334,0.3076666666666667,1
Giovani,19,184.0,2,1404.62,22.37,2.41,0.0,0.0,0.0,1.5,16553,Palmeiras,702.31,0.0,0.0,0.0,0.75,1
José Manuel López,22,188.0,22,3070.31,22.84,2.29,0.0,0.0,4.41,6.18,16554,Palmeiras,139.55954545454546,0.0,0.0,0.20045454545454547,0.2809090909090909,1
Breno Lopes,27,178.0,30,4744.26,24.14,2.3,0.0,0.0,6.7,9.07,16555,Palmeiras,158.142,0.0,0.0,0.22333333333333333,0.30233333333333334,1
Marcos Rocha,34,176.0,20,6596.93,25.62,2.27,0.0,0.0,7.15,9.45,16556,Palmeiras,329.8465,0.0,0.0,0.35750000000000004,0.4725,1
Joaquín Piquerez,25,185.0,29,9314.35,25.76,2.29,0.0,0.0,13.14,17.34,16557,Palmeiras,321.1844827586207,0.0,0.0,0.4531034482758621,0.5979310344827586,1
Raphael Veiga,28,176.0,31,8776.67,24.97,2.17,0.0,0.0,12.65,18.16,16558,Palmeiras,283.1183870967742,0.0,0.0,0.4080645161290323,0.5858064516129032,1
Gabriel Menino,22,176.0,23,7313.63,23.63,2.19,0.0,0.0,10.13,14.52,16559,Palmeiras,317.98391304347825,0.0,0.0,0.4404347826086957,0.6313043478260869,1
Murilo,26,188.0,24,8478.86,23.49,2.12,0.0,0.0,9.79,10.88,16560,Palmeiras,353.28583333333336,0.0,0.0,0.40791666666666665,0.45333333333333337,1
Jailson,28,187.0,8,2607.73,24.97,2.39,0.0,0.0,5.25,5.38,16561,Palmeiras,325.96625,0.0,0.0,0.65625,0.6725,1
Gustavo Garcia,21,175.0,4,6204.43,22.75,2.54,0.0,0.0,7.25,8.5,16563,Palmeiras,1551.1075,0.0,0.0,1.8125,2.125,1
Kaiky Naves,21,182.0,9,5208.36,23.01,2.09,0.0,0.0,4.67,6.78,16564,Palmeiras,578.7066666666666,0.0,0.0,0.5188888888888888,0.7533333333333334,1
Jhon Jhon,20,178.0,19,4857.76,24.04,2.25,0.0,0.0,8.42,8.37,16566,Palmeiras,255.67157894736843,0.0,0.0,0.4431578947368421,0.44052631578947365,1
Marcelo Lomba,36,188.0,3,4208.55,20.36,1.22,0.0,0.0,2.0,1.33,16567,Palmeiras,1402.8500000000001,0.0,0.0,0.6666666666666666,0.44333333333333336,0
Vanderlan,20,183.0,13,6628.58,24.65,2.31,0.0,0.0,9.15,12.08,16568,Palmeiras,509.89076923076925,0.0,0.0,0.7038461538461539,0.9292307692307692,1
Zé Rafael,30,175.0,31,9272.02,25.86,2.1,0.0,0.0,10.39,15.71,16569,Palmeiras,299.09741935483873,0.0,0.0,0.3351612903225807,0.5067741935483872,1
Fabinho,21,178.0,23,3022.2,22.65,2.25,0.0,0.0,4.96,5.26,16707,Palmeiras,131.4,0.0,0.0,0.21565217391304348,0.22869565217391302,1
Luan,30,188.0,22,7957.87,23.2,2.15,0.0,0.0,7.59,11.32,16709,Palmeiras,361.7213636363636,0.0,0.0,0.345,0.5145454545454545,1
Rafael Navarro,23,183.0,3,4578.35,19.95,2.66,0.0,0.0,1.67,1.67,16713,Palmeiras,1526.1166666666668,0.0,0.0,0.5566666666666666,0.5566666666666666,1
Dudu,31,166.0,14,7996.41,23.31,2.35,0.0,0.0,9.0,10.93,16714,Palmeiras,571.1721428571428,0.0,0.0,0.6428571428571429,0.7807142857142857,1
Artur,25,168.0,31,6437.03,25.05,2.28,0.0,0.0,10.87,13.0,18088,Palmeiras,207.64612903225805,0.0,0.0,0.3506451612903226,0.41935483870967744,1
Ian Custódio,20,180.0,1,2720.69,23.42,2.79,0.0,0.0,4.0,2.0,18351,Palmeiras,2720.69,0.0,0.0,4.0,2.0,1
Luis Guilherme,17,175.0,18,3287.23,23.7,2.31,0.0,0.0,5.44,7.61,18353,Palmeiras,182.6238888888889,0.0,0.0,0.3022222222222222,0.4227777777777778,1
Kevin Macedo,20,176.0,7,3838.53,23.32,2.45,0.0,0.0,5.29,7.29,18354,Palmeiras,548.3614285714286,0.0,0.0,0.7557142857142857,1.0414285714285714,1
